"UF;MUNICÍPIO;IBGE;TIPOLOGIA;ZONA;NOME DO ESTABELECIMENTO;STATUS"
"AP;AMAPA;1600105;ESCOLA;URBANO;ESC EST VIDAL DE NEGREIROS;ATIVADO                                                                                                                                       "
"AM;URUCURITUBA;1304401;ESCOLA;URBANO;ESC PROF JOSE GAMA FILHO;ATIVADO                                                                                                                                   "
"AM;URUCURITUBA;1304401;ESCOLA;URBANO;ESCOLA ESTADUAL MARIA ARRUDA;ATIVADO                                                                                                                               "
"AM;URUCURITUBA;1304401;ESCOLA;URBANO;ESCOLA ESTADUAL LICINIO JOSE DE ARAUJO;ATIVADO                                                                                                                     "
"AM;URUCURITUBA;1304401;ESCOLA;URBANO;ESCOLA ESTADUAL ESPERANCA ANTIGA EE GILBERTO MESTRINHO;ATIVADO                                                                                                     "
"AM;URUCARA;1304302;ESCOLA;URBANO;ESCOLA ESTADUAL PROFESSOR LAZARO RAMOS;ATIVADO                                                                                                                         "
"AM;UARINI;1304260;ESCOLA;URBANO;ESCOLA ESTADUAL EDSON MELO;ATIVADO                                                                                                                                      "
"AM;TEFE;1304203;ESCOLA;URBANO;ESCOLA ESTADUAL CORINTHO BORGES FACANHA;ATIVADO                                                                                                                           "
"AM;TEFE;1304203;ESCOLA;URBANO;ESCOLA ESTADUAL DEP ARMANDO DE SOUZA MENDES;ATIVADO                                                                                                                       "
"AM;TEFE;1304203;ESCOLA;URBANO;ESCOLA ESTADUAL GETULIO VARGAS;ATIVADO                                                                                                                                    "
"AM;TEFE;1304203;ESCOLA;URBANO;ESCOLA ESTADUAL FREI ANDRE DA COSTA;ATIVADO                                                                                                                               "
"AM;TEFE;1304203;ESCOLA;URBANO;CENTRO EDUCACIONAL GOVERNADOR GILBERTO MESTRINHO;ATIVADO                                                                                                                  "
"AM;TAPAUA;1304104;ESCOLA;URBANO;ESC PANTALEAO A DE ARAUJO;ATIVADO                                                                                                                                       "
"AM;TAPAUA;1304104;ESCOLA;URBANO;ESCOLA ESTADUAL ANTONIO FERREIRA DE OLIVEIRA;ATIVADO                                                                                                                    "
"AM;TABATINGA;1304062;ESCOLA;URBANO;ESCOLA ESTADUAL CONCEICAO XAVIER DE ALENCAR;ATIVADO                                                                                                                  "
"AM;TABATINGA;1304062;ESCOLA;URBANO;ESCOLA ESTADUAL MARECHAL RONDON;ATIVADO                                                                                                                              "
"AM;TABATINGA;1304062;ESCOLA;URBANO;ESCOLA ESTADUAL PEDRO TEIXEIRA;ATIVADO                                                                                                                               "
"AM;SILVES;1304005;ESCOLA;URBANO;ESC MUN JOSE VIEIRA DA ROCHA;ATIVADO                                                                                                                                    "
"AM;SAO SEBASTIAO DO UATUMA;1303957;ESCOLA;URBANO;ESCOLA ESTADUAL DEPUTADO ARMANDO MENDES;ATIVADO                                                                                                        "
"AM;SAO PAULO DE OLIVENCA;1303908;ESCOLA;URBANO;ESCOLA ESTADUAL MONSENHOR EVANGELISTA CEFALONIA;ATIVADO                                                                                                  "
"AM;SAO PAULO DE OLIVENCA;1303908;ESCOLA;URBANO;ESCOLA ESTADUAL PROFESSORA NILCE ROCHA COELHO;ATIVADO                                                                                                    "
"AM;SAO PAULO DE OLIVENCA;1303908;ESCOLA;URBANO;CENTRO EDUCACIONAL DOMENICO MARZI;ATIVADO                                                                                                                "
"AM;SAO PAULO DE OLIVENCA;1303908;ESCOLA;URBANO;ESCOLA ESTADUAL N S DA ASSUNCAO;ATIVADO                                                                                                                  "
"AM;SÃO GABRIEL DA CACHOEIRA;1303809;ESCOLA;RURAL;INSTITUTO FEDERAL DO AMAZONAS - CAMPUS SAO GABRIEL DA CACHOEIRA;ATIVADO                                                                                "
"AM;SÃO GABRIEL DA CACHOEIRA;1303809;ESCOLA;URBANO;ESCOLA ESTADUAL SAO GABRIEL;ATIVADO                                                                                                                   "
"AM;SÃO GABRIEL DA CACHOEIRA;1303809;ESCOLA;RURAL;ESC MUN INDIGENA SANTA MARIA;ATIVADO                                                                                                                   "
"AM;SÃO GABRIEL DA CACHOEIRA;1303809;ESCOLA;RURAL;ESCOLA ESTADUAL N S DA ASSUNCAO;ATIVADO                                                                                                                "
"AM;SÃO GABRIEL DA CACHOEIRA;1303809;ESCOLA;URBANO;ESCOLA ESTADUAL SAO MIGUEL;ATIVADO                                                                                                                    "
"AM;SÃO GABRIEL DA CACHOEIRA;1303809;ESCOLA;RURAL;ESCOLA ESTADUAL INDIGENA SAGRADO CORACAO DE JESUS;ATIVADO                                                                                              "
"AM;SÃO GABRIEL DA CACHOEIRA;1303809;ESCOLA;URBANO;ESCOLA ESTADUAL DOM MASSA;ATIVADO                                                                                                                     "
"AM;SANTO ANTONIO DO ICA;1303700;ESCOLA;URBANO;ESC MUN PROFESSOR ZENITH RAMOS;ATIVADO                                                                                                                    "
"AM;SANTO ANTONIO DO ICA;1303700;ESCOLA;URBANO;ESCOLA ESTADUAL SANTO ANTONIO;ATIVADO                                                                                                                     "
"AM;SANTO ANTONIO DO ICA;1303700;ESCOLA;URBANO;ESCOLA ESTADUAL DOM PEDRO I;ATIVADO                                                                                                                       "
"AM;PRESIDENTE FIGUEIREDO;1303536;ESCOLA;URBANO;ESC MUN ENG NELSON DORNELES;ATIVADO                                                                                                                      "
"AM;PAUINI;1303502;ESCOLA;RURAL;ESCOLA ESTADUAL CRUZEIRO DO CEU;ATIVADO                                                                                                                                  "
"AM;PARINTINS;1303403;ESCOLA;URBANO;ESCOLA ESTADUAL DOM GINO MALVESTIO;ATIVADO                                                                                                                           "
"AM;PARINTINS;1303403;ESCOLA;URBANO;ESCOLA ESTADUAL TOMASZINHO MEIRELLES;ATIVADO                                                                                                                         "
